benchmark,method,prediction_dir,sample_count,psnr_mean,psnr_std,rmse_mean,rmse_std,ssim_mean,ssim_std,gradient_ratio_mean,gradient_ratio_std,lpips_mean,lpips_std,perceptual_ratio_mean,perceptual_ratio_std
msg-mtg,Bicubic,/share/data/drive_3/hanan/iclr2026_workshop/msg_mtg/bicubic_msg_mtg_pred,500,15.600690304333199,4.6382954200029625,0.19112897776645446,0.10521415637960604,0.6470302701592445,0.1837617577670173,0.1856658325753368,0.11528429196536191,0.6168701326847077,0.1497287879285686,1.0,0.0
msg-mtg,Stage2-005000,/share/data/drive_3/hanan/iclr2026_workshop/journal_stage2_checkpoint_sweep/msg_mtg_part_a/step_005000,500,24.27131631254373,3.8670942017652026,0.06835801799105772,0.03938212339826432,0.752214026927948,0.10126485397164768,0.6422148193066696,0.16624379256153476,0.3551533807516098,0.09881628007190398,0.5900142177838236,0.1471747802904845
msg-mtg,Stage2-010000,/share/data/drive_3/hanan/iclr2026_workshop/journal_stage2_checkpoint_sweep/msg_mtg_part_a/step_010000,500,24.332415462908077,3.912477664620333,0.06801827164177805,0.03938368578563154,0.746881925702095,0.1048486563150167,0.5929383665791594,0.15794445118630243,0.37160567043721676,0.10415437176065938,0.6160938085211018,0.14976672928653925
msg-mtg,Stage2-015000,/share/data/drive_3/hanan/iclr2026_workshop/journal_stage2_checkpoint_sweep/msg_mtg_part_a/step_015000,500,23.32306038681468,3.757157517275812,0.07547227720465828,0.039747859006405394,0.7205779844522476,0.10471246665878738,1.0132595621225422,0.30044771084822247,0.30584239625930787,0.07517710668340351,0.5090786057034778,0.11387783350572439
msg-mtg,Stage2-020000,/share/data/drive_3/hanan/iclr2026_workshop/journal_stage2_checkpoint_sweep/msg_mtg_part_a/step_020000,500,22.51951856780242,3.7984590767508597,0.08274634880447948,0.042000368026674686,0.7097267585396767,0.11013551536727556,0.9787339522913262,0.31957535209917337,0.30718699882924555,0.08075895060688001,0.5146494673453156,0.13422228520888288
msg-mtg,Stage2-025000,/share/data/drive_3/hanan/iclr2026_workshop/journal_stage2_checkpoint_sweep/msg_mtg_part_a/step_025000,500,22.427385039619935,3.4252283476653362,0.08225124638700418,0.03926832887246546,0.701008664906025,0.10203217663894906,1.2643466742277352,0.3456633169610359,0.3273444749116898,0.07276217466397723,0.550350750379142,0.13212108127598676
msg-mtg,Stage2-030000,/share/data/drive_3/hanan/iclr2026_workshop/journal_stage2_checkpoint_sweep/msg_mtg_part_a/step_030000,500,23.340899349776947,3.7476429900191426,0.075366103386312,0.04025631990728207,0.7155371643304825,0.10812872920140477,0.9902269377442221,0.2983179329655971,0.3020353657156229,0.08321240793121433,0.5013842196027302,0.11923765408352227
msg-mtg,Stage2-035000,/share/data/drive_3/hanan/iclr2026_workshop/journal_stage2_checkpoint_sweep/msg_mtg_part_a/step_035000,500,23.65709435140988,3.770449734663251,0.07289179277086644,0.040156166930634965,0.7222465003728866,0.10811272697523619,0.9127502536805322,0.28769740766062474,0.2902957008332014,0.0975781360580139,0.47811733440478243,0.12331410799456387
msg-mtg,Stage2-040000,/share/data/drive_3/hanan/iclr2026_workshop/journal_stage2_checkpoint_sweep/msg_mtg_part_a/step_040000,500,23.21127914845145,3.596782181931773,0.07598773244987121,0.0396577170361998,0.7156325713396072,0.10288111822790942,1.00056065076184,0.280055794803695,0.30279735864698887,0.0742820427314397,0.5076224508644632,0.1247123956519015
msg-mtg,Stage2-045000,/share/data/drive_3/hanan/iclr2026_workshop/journal_stage2_checkpoint_sweep/msg_mtg_part_a/step_045000,500,23.037821991686567,3.8145122706913774,0.07818305711721708,0.04133080659757315,0.7017722963690758,0.11283095697381285,0.947826129147783,0.32460917350543245,0.3095142416805029,0.0921285632534412,0.5107551147364341,0.12007925740429586
msg-mtg,Stage2-050000,/share/data/drive_3/hanan/iclr2026_workshop/journal_stage2_checkpoint_sweep/msg_mtg_part_a/step_050000,500,23.526183785684925,3.7697638707953858,0.07393472741512123,0.04044491698235015,0.7332840299010277,0.10564671094174125,0.8772988060036429,0.2508373374766989,0.29530190317332744,0.0904248151424802,0.4903570915669839,0.12719647493325878
msg-mtg,Stage2-055000,/share/data/drive_3/hanan/iclr2026_workshop/journal_stage2_checkpoint_sweep/msg_mtg_part_b/step_055000,500,23.268564787796052,3.6709921532101695,0.07574813527476218,0.040154740586493445,0.7168057584762573,0.10191485434021898,0.9756271480040477,0.3038511819098492,0.29986765192449094,0.07865284704834657,0.500164530951105,0.12112187978833795
msg-mtg,Stage2-060000,/share/data/drive_3/hanan/iclr2026_workshop/journal_stage2_checkpoint_sweep/msg_mtg_part_b/step_060000,500,22.669629363762333,3.519719104232386,0.08046882358995319,0.040279547930532504,0.7037468258142471,0.1049222157356436,1.0513955893356055,0.3397907160755705,0.31355984596908093,0.09236001504574554,0.5233727790579591,0.13962706682267112
msg-mtg,Stage2-065000,/share/data/drive_3/hanan/iclr2026_workshop/journal_stage2_checkpoint_sweep/msg_mtg_part_b/step_065000,500,23.133867044461482,3.6396364003832242,0.07672406563994805,0.03991752470079638,0.7025447454452515,0.10703193842639978,1.0143919664371739,0.3352924056400098,0.31145035901665685,0.08855850819626314,0.5159785617334662,0.12183120504029377
msg-mtg,Stage2-070000,/share/data/drive_3/hanan/iclr2026_workshop/journal_stage2_checkpoint_sweep/msg_mtg_part_b/step_070000,500,23.815279733478462,3.757441670376964,0.0716021346411186,0.03994387220986385,0.7216914051175117,0.11123744003927961,0.808301493703013,0.26706729521036915,0.3034353608638048,0.10295608418968982,0.5007805286107158,0.13773549525180454
msg-mtg,Stage2-075000,/share/data/drive_3/hanan/iclr2026_workshop/journal_stage2_checkpoint_sweep/msg_mtg_part_b/step_075000,500,23.885097799106777,3.884040079987854,0.07139612700119732,0.04029761543438726,0.7125706930756569,0.11487331841857364,0.7375057178473303,0.25008032373613137,0.311746518984437,0.11277338792332739,0.5126526177603267,0.14907894341676722
